USER_ID,NEED_TO_CHANGE,Rated_Jokes,Joke_0,Joke_1,Joke_2,Joke_3,Joke_4,Joke_5,Joke_6,Joke_7,Joke_8,Joke_9,Joke_10,Joke_11,Joke_12,Joke_13,Joke_14,Joke_15,Joke_16,Joke_17,Joke_18,Joke_19,Joke_20,Joke_21,Joke_22,Joke_23,Joke_24,Joke_25,Joke_26,Joke_27,Joke_28,Joke_29,Joke_30,Joke_31,Joke_32,Joke_33,Joke_34,Joke_35,Joke_36,Joke_37,Joke_38,Joke_39,Joke_40,Joke_41,Joke_42,Joke_43,Joke_44,Joke_45,Joke_46,Joke_47,Joke_48,Joke_49,Joke_50,Joke_51,Joke_52,Joke_53,Joke_54,Joke_55,Joke_56,Joke_57,Joke_58,Joke_59,Joke_60,Joke_61,Joke_62,Joke_63,Joke_64,Joke_65,Joke_66,Joke_67,Joke_68,Joke_69,Joke_70,Joke_71,Joke_72,Joke_73,Joke_74,Joke_75,Joke_76,Joke_77,Joke_78,Joke_79,Joke_80,Joke_81,Joke_82,Joke_83,Joke_84,Joke_85,Joke_86,Joke_87,Joke_88,Joke_89,Joke_90,Joke_91,Joke_92,Joke_93,Joke_94,Joke_95,Joke_96,Joke_97,Joke_98,Joke_99
30,1,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,2.0,1.0,-2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,-2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,-2.0,-2.0,-1.0,2.0,-2.0,1.0,-2.0,-2.0,1.0,0.0,2.0,-1.0,-2.0,-1.0,-1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0
32,1,100.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0,1.0,-2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-2.0,0.0,1.0,0.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,-2.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,-2.0,-2.0,0.0,-1.0,-1.0,1.0
34,1,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
43,1,100.0,0.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,2.0,1.0,-2.0,-2.0,1.0,2.0,1.0,0.0,2.0,-1.0,0.0,1.0,2.0,-1.0,2.0,2.0,-1.0,-1.0,0.0,-1.0,1.0,2.0,-1.0,-2.0,0.0,1.0,0.0,-1.0,1.0,1.0,0.0,0.0,2.0,2.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,1.0,-1.0,-2.0,-1.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-2.0,-2.0,-1.0,-2.0,2.0,-2.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,0.0,-1.0,2.0
44,1,100.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0
49,1,100.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,2.0,-2.0,-2.0,-2.0,-1.0,1.0,0.0,2.0,-2.0,-2.0,-2.0,1.0,2.0,1.0,2.0,-2.0,1.0,-2.0,-2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,-1.0,-2.0,2.0,2.0,-2.0,-2.0,1.0,-2.0,1.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,-1.0,2.0,-2.0,-2.0,2.0,-1.0,2.0,2.0,2.0,-2.0,-2.0,1.0,-2.0,2.0,2.0,-1.0,1.0,2.0,2.0,1.0,-2.0,-1.0,2.0,2.0,2.0,1.0,-2.0,-1.0,0.0,1.0,1.0,-2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,-2.0,-1.0,1.0,0.0,-2.0,0.0,2.0
50,1,100.0,1.0,1.0,0.0,1.0,-2.0,2.0,-1.0,2.0,1.0,1.0,1.0,0.0,-2.0,0.0,-2.0,0.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,2.0,-2.0,0.0,0.0,0.0,1.0,-2.0,1.0,2.0,2.0,-2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,-2.0,-2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,-2.0,1.0,-2.0,0.0,2.0
53,1,100.0,-2.0,-2.0,-2.0,-1.0,-1.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,0.0,-1.0,-1.0,0.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,0.0,2.0,-2.0,-2.0,2.0,-1.0,-2.0,2.0,1.0,0.0,-2.0,-2.0,1.0,-2.0,-2.0,2.0,-2.0,1.0,0.0,-1.0,0.0,0.0,2.0,1.0,-2.0,1.0,0.0,-2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,2.0,1.0,2.0,-2.0,2.0,1.0,-2.0,-2.0,1.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,-2.0,0.0,1.0,1.0,0.0,-2.0,1.0,-2.0,0.0,-1.0,0.0
56,1,100.0,2.0,2.0,-1.0,0.0,0.0,1.0,2.0,-1.0,-1.0,-2.0,-1.0,0.0,1.0,-1.0,-2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,-2.0,-2.0,0.0,1.0,2.0,-1.0,1.0,0.0,2.0,2.0,0.0,-1.0,2.0,2.0,1.0,-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,2.0,2.0,-2.0,-1.0,2.0,1.0,1.0,2.0,2.0,-2.0,-1.0,-1.0,2.0,2.0,0.0,-2.0,0.0,1.0,0.0,1.0,2.0,-1.0,-2.0,1.0,-2.0,-2.0,-2.0,-1.0,0.0,0.0,-1.0,0.0,1.0,2.0,1.0,2.0,-2.0,-1.0,-2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,2.0,1.0,1.0,1.0
58,1,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,1.0,-2.0,2.0,-2.0,-2.0,-2.0,0.0,2.0,0.0,-2.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,1.0,2.0,0.0,-2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,0.0,2.0,-2.0,-2.0,2.0,0.0,2.0,-1.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-2.0,-2.0,-2.0
61,1,100.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-2.0,1.0,1.0,1.0,1.0,1.0,-2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,-1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,-1.0,-2.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,-1.0,0.0,1.0,2.0,-2.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0,1.0,-2.0,-2.0,-1.0,1.0,1.0,-2.0,-2.0,0.0,1.0,-2.0,-1.0,1.0,1.0,1.0,1.0,1.0
63,1,100.0,0.0,-1.0,-1.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,0.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-1.0,1.0,-1.0,-2.0,-1.0,-1.0,1.0,1.0,-2.0,-1.0,-1.0,1.0,-1.0,0.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
70,1,100.0,1.0,2.0,0.0,1.0,0.0,0.0,-1.0,0.0,-2.0,1.0,0.0,1.0,0.0,0.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,2.0,-2.0,0.0,-2.0,0.0,1.0,2.0,0.0,1.0,-1.0,2.0,2.0,0.0,1.0,1.0,1.0,-2.0,0.0,2.0,-1.0,0.0,2.0,1.0,-1.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,1.0,0.0,2.0,1.0,-1.0,0.0,1.0,0.0,-2.0,2.0,2.0,-1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,-1.0,1.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0
72,1,100.0,1.0,-1.0,-2.0,-2.0,-2.0,-1.0,-2.0,1.0,0.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-2.0,-1.0,0.0,-1.0,-1.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,-2.0,-2.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-2.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,-1.0,-1.0,2.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,2.0,-2.0,-1.0,0.0,-2.0,-1.0,-2.0
74,1,100.0,1.0,-1.0,-2.0,-2.0,1.0,0.0,-2.0,1.0,0.0,0.0,-1.0,2.0,-2.0,1.0,-2.0,-1.0,0.0,-1.0,1.0,-2.0,1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-2.0,2.0,1.0,-1.0,1.0,1.0,1.0,-1.0,1.0,1.0,0.0,-2.0,2.0,-1.0,-2.0,0.0,1.0,2.0,1.0,1.0,1.0,-2.0,-2.0,1.0,1.0,1.0,2.0,-2.0,-1.0,0.0,-2.0,1.0,2.0,0.0,-1.0,2.0,1.0,-1.0,1.0,1.0,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,-2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
76,1,100.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.0,2.0,2.0,2.0,-2.0,1.0,-2.0,2.0,-2.0,1.0,2.0,1.0,2.0,-2.0,-2.0,2.0,-1.0,2.0,2.0,2.0,1.0,1.0,2.0,-2.0,2.0,-2.0,-2.0,2.0,-2.0,-2.0,2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,-2.0,2.0,2.0,2.0,-2.0,2.0,-2.0,-2.0,-2.0,2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,2.0,1.0,2.0,1.0,2.0,-2.0,2.0,2.0,1.0,2.0,-2.0,2.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,2.0,2.0,-2.0,2.0,-2.0,2.0
78,1,100.0,1.0,0.0,-1.0,0.0,2.0,2.0,-2.0,0.0,2.0,2.0,1.0,1.0,0.0,-2.0,1.0,1.0,-1.0,1.0,2.0,-1.0,-2.0,1.0,2.0,-1.0,0.0,-1.0,1.0,1.0,-2.0,0.0,1.0,1.0,1.0,-2.0,-1.0,0.0,-1.0,2.0,-1.0,1.0,1.0,-2.0,2.0,1.0,-2.0,1.0,2.0,-2.0,2.0,-1.0,-2.0,-1.0,1.0,-2.0,0.0,-1.0,-1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,-2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,-1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,-2.0,2.0,-2.0
